packet_id,source,destination,source_ip,dest_ip,path,path_length,timestamp
394,host2,host4,192.170.1.2,192.171.1.1,host2 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.394
395,host2,host4,192.170.1.2,192.171.1.1,host2 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.395
396,host2,host4,192.170.1.2,192.171.1.1,host2 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.396
397,host2,host4,192.170.1.2,192.171.1.1,host2 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.397
398,host2,host4,192.170.1.2,192.171.1.1,host2 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.398
399,host2,host4,192.170.1.2,192.171.1.1,host2 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.399
400,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.4
401,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.401
402,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.402
403,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.403
404,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.404
405,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.405
406,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.406
407,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.40700000000000003
408,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.40800000000000003
409,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.40900000000000003
410,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.41000000000000003
411,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.41100000000000003
412,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.41200000000000003
413,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.41300000000000003
414,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.41400000000000003
415,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.41500000000000004
416,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.41600000000000004
417,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.417
418,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.418
419,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.419
420,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.42
421,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.421
422,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.422
423,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.423
424,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.424
425,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.425
426,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.426
427,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.427
428,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.428
429,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.429
430,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.43
431,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.431
432,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.432
433,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.433
434,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.434
435,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.435
436,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.436
437,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.437
438,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.438
439,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.439
440,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.44
441,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.441
442,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.442
443,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.443
444,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.444
445,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.445
446,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.446
447,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.447
448,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.448
449,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.449
450,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.45
451,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.451
452,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.452
453,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.453
454,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.454
455,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.455
456,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.456
457,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.457
458,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.458
459,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.459
460,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.46
461,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.461
462,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.462
463,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.463
464,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.464
465,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.465
466,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.466
467,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.467
468,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.468
469,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.46900000000000003
470,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.47000000000000003
471,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.47100000000000003
472,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.47200000000000003
473,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.47300000000000003
474,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.47400000000000003
475,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.47500000000000003
476,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.47600000000000003
477,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.47700000000000004
478,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.47800000000000004
479,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.47900000000000004
480,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.48
481,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.481
482,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.482
483,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.483
484,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.484
485,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.485
486,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.486
487,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.487
488,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.488
489,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.489
490,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.49
491,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.491
492,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.492
493,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.493
494,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.494
495,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.495
496,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.496
497,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.497
498,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.498
499,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.499
500,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5
501,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.501
502,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.502
503,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.503
504,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.504
505,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.505
506,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.506
507,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.507
508,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.508
509,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.509
510,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.51
511,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.511
512,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.512
513,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.513
514,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.514
515,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.515
516,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.516
517,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.517
518,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.518
519,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.519
520,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.52
521,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.521
522,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.522
523,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.523
524,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.524
525,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.525
526,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.526
527,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.527
528,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.528
529,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.529
530,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.53
531,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.531
532,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.532
533,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.533
534,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.534
535,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.535
536,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.536
537,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.537
538,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.538
539,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.539
540,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.54
541,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.541
542,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.542
543,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.543
544,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.544
545,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.545
546,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.546
547,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.547
548,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.548
549,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.549
550,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.55
551,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.551
552,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.552
553,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.553
554,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.554
555,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.555
556,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.556
557,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.557
558,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.558
559,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.559
560,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.56
561,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.561
562,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.562
563,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5630000000000001
564,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5640000000000001
565,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5650000000000001
566,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5660000000000001
567,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5670000000000001
568,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5680000000000001
569,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5690000000000001
570,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5700000000000001
571,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5710000000000001
572,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5720000000000001
573,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5730000000000001
574,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5740000000000001
575,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5750000000000001
576,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.5760000000000001
577,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.577
578,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.578
579,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.579
580,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.58
581,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.581
582,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.582
583,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.583
584,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.584
585,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.585
586,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.586
587,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.587
588,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.588
589,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.589
590,host3,host4,192.170.1.3,192.171.1.1,host3 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.59
